# GXMame 0.7@@@@@@|NOID|NOCRC|x|2||No Genre|region-unknown||dev-unknown|No Rating|media-unknown|input-unknown|
aquarium@@-@@-@@Aquarium (Japan)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Excellent System|dev-unknown|No Rating|media-unknown|input-unknown|aquarium
policetr@@-@@-@@Police Trainer (Rev 1.3)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
polict11@@policetr@@policetr@@Police Trainer (Rev 1.1)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
polict10@@policetr@@policetr@@Police Trainer (Rev 1.0)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
plctr13b@@policetr@@policetr@@Police Trainer (Rev 1.3B)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
sshooter@@-@@-@@Sharpshooter (Rev 1.7)|NOID|NOCRC|x|0|1998|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
sshoot12@@sshooter@@sshooter@@Sharpshooter (Rev 1.2)|NOID|NOCRC|x|0|1998|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
sshoot11@@sshooter@@sshooter@@Sharpshooter (Rev 1.1)|NOID|NOCRC|x|0|1998|No Genre|region-unknown|P & P Marketing|dev-unknown|No Rating|media-unknown|input-unknown|policetr
pass@@-@@-@@Pass|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Oksan|dev-unknown|No Rating|media-unknown|input-unknown|pass
news@@-@@-@@News (set 1)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Poby / Virus|dev-unknown|No Rating|media-unknown|input-unknown|news
newsa@@news@@news@@News (set 2)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Poby|dev-unknown|No Rating|media-unknown|input-unknown|news
taxidrvr@@-@@-@@Taxi Driver|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Graphic Techno|dev-unknown|No Rating|media-unknown|input-unknown|taxidrvr
xyonix@@-@@-@@Xyonix|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Philko|dev-unknown|No Rating|media-unknown|input-unknown|xyonix
gt507uk@@-@@-@@Trivia (UK Version 5.07)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Grayhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103@@-@@-@@Trivia (Version 1.03)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Grayhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt5@@-@@-@@Trivia (Version 5)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Grayhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103a@@-@@-@@Trivia (Version 1.03a)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103a1@@gt103a@@gt103a@@Trivia (Version 1.03a) (alt 1)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103a2@@gt103a@@gt103a@@Trivia (Version 1.03a) (alt 2)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103a3@@gt103a@@gt103a@@Trivia (Version 1.03a) (alt 3)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103asx@@gt103a@@gt103a@@Trivia (Version 1.03a Sex questions)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103aa@@gt103a@@gt103a@@Trivia (Version 1.03a Alt questions 1)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
gt103ab@@gt103a@@gt103a@@Trivia (Version 1.03a Alt questions 2)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|findout
findout@@-@@-@@Find Out (Version 4.04)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Elettronolo|dev-unknown|No Rating|media-unknown|input-unknown|findout
quiz@@-@@-@@Quiz (Revision 2)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Italian bootleg|dev-unknown|No Rating|media-unknown|input-unknown|findout
quiz211@@-@@-@@Quiz (Revision 2.1)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Elettronolo|dev-unknown|No Rating|media-unknown|input-unknown|findout
gs4002@@-@@-@@Selection (Version 40.02TMB) set 1|NOID|NOCRC|x|0|1982|No Genre|region-unknown|G.E.I.|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gs4002a@@gs4002@@gs4002@@Selection (Version 40.02TMB) set 2|NOID|NOCRC|x|0|1982|No Genre|region-unknown|G.E.I.|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gepoker@@-@@-@@Poker (Version 50.02 ICB)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gepoker1@@-@@-@@Poker (Version 50.08 IAM)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gepoker2@@gepoker@@gepoker@@Poker (Version 50.02 ICB set 2)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gepoker3@@gepoker@@gepoker@@Poker (Version 50.02 ICB set 3)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gt102c@@-@@-@@Trivia (Version 1.02C)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gt102b@@-@@-@@Trivia (Version 1.02B)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gt102c1@@gt102c@@gt102c@@Trivia (Version 1.02C Alt questions 1)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gt102c2@@gt102c@@gt102c@@Trivia (Version 1.02C Alt questions 2)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
gt102c3@@gt102c@@gt102c@@Trivia (Version 1.02C Alt questions 3)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Greyhound Electronics|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
sextriv1@@-@@-@@Sexual Trivia (Version 1.02SB set 1)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Kinky Kit and Game Co.|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
sextriv2@@sextriv1@@sextriv1@@Sexual Trivia (Version 1.02SB set 2)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Kinky Kit and Game Co.|dev-unknown|No Rating|media-unknown|input-unknown|getrivia
dribling@@-@@-@@Dribbling|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Model Racing|dev-unknown|No Rating|media-unknown|input-unknown|dribling
driblino@@dribling@@dribling@@Dribbling (Olympia)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Model Racing (Olympia license)|dev-unknown|No Rating|media-unknown|input-unknown|dribling
ace@@-@@-@@Ace|NOID|NOCRC|x|0|1976|No Genre|region-unknown|Allied Leisure|dev-unknown|No Rating|media-unknown|input-unknown|ace
clayshoo@@-@@-@@Clay Shoot|NOID|NOCRC|x|0|1979|No Genre|region-unknown|Allied Leisure|dev-unknown|No Rating|media-unknown|input-unknown|clayshoo
pirates@@-@@-@@Pirates|NOID|NOCRC|x|0|1994|No Genre|region-unknown|NIX|dev-unknown|No Rating|media-unknown|input-unknown|pirates
genix@@-@@-@@Genix Family|NOID|NOCRC|x|0|1994|No Genre|region-unknown|NIX|dev-unknown|No Rating|media-unknown|input-unknown|pirates
fitfight@@-@@-@@Fit of Fighting|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|fitfight
histryma@@-@@-@@The History of Martial Arts|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|fitfight
bbprot@@-@@-@@Untitled Fighter 'BB' (prototype)|NOID|NOCRC|x|0||No Genre|region-unknown|<unknown>|dev-unknown|No Rating|media-unknown|input-unknown|fitfight
flower@@-@@-@@Flower|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Komax|dev-unknown|No Rating|media-unknown|input-unknown|flower
flowerbl@@flower@@flower@@Flower (bootleg)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|flower
beaminv@@-@@-@@Beam Invader|NOID|NOCRC|x|0||No Genre|region-unknown|Tekunon Kougyou|dev-unknown|No Rating|media-unknown|input-unknown|beaminv
mcatadv@@-@@-@@Magical Cat Adventure|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Wintechno|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
mcatadvj@@mcatadv@@mcatadv@@Magical Cat Adventure (Japan)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Wintechno|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
catt@@mcatadv@@mcatadv@@Catt (Japan)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Wintechno|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
nost@@-@@-@@Nostradamus|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Face|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
nostj@@nost@@nost@@Nostradamus (Japan)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Face|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
nostk@@nost@@nost@@Nostradamus (Korea)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Face|dev-unknown|No Rating|media-unknown|input-unknown|mcatadv
4enraya@@-@@-@@4 En Raya|NOID|NOCRC|x|0|1990|No Genre|region-unknown|IDSA|dev-unknown|No Rating|media-unknown|input-unknown|4enraya
oneshot@@-@@-@@One Shot One Kill|NOID|NOCRC|x|0||No Genre|region-unknown|<unknown>|dev-unknown|No Rating|media-unknown|input-unknown|oneshot
maddonna@@-@@-@@Mad Donna (set 1)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Tuning|dev-unknown|No Rating|media-unknown|input-unknown|oneshot
maddonnb@@maddonna@@maddonna@@Mad Donna (set 2)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Tuning|dev-unknown|No Rating|media-unknown|input-unknown|oneshot
tugboat@@-@@-@@Tugboat|NOID|NOCRC|x|0|1982|No Genre|region-unknown|ETM|dev-unknown|No Rating|media-unknown|input-unknown|tugboat
noahsark@@-@@-@@Noah's Ark|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Enter-Tech|dev-unknown|No Rating|media-unknown|input-unknown|tugboat
gotcha@@-@@-@@Got-cha Mini Game Festival|NOID|NOCRC|x|0|1997|No Genre|region-unknown|Dongsung|dev-unknown|No Rating|media-unknown|input-unknown|gotcha
ppchamp@@gotcha@@gotcha@@Pasha Pasha Champ Mini Game Festival|NOID|NOCRC|x|0|1997|No Genre|region-unknown|Dongsung|dev-unknown|No Rating|media-unknown|input-unknown|gotcha
amerdart@@-@@-@@AmeriDarts (set 1)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Ameri|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
amerdar2@@amerdart@@amerdart@@AmeriDarts (set 2)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Ameri|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
coolpool@@-@@-@@Cool Pool|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Catalina|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
9ballsht@@-@@-@@9-Ball Shootout (set 1)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|E-Scape EnterMedia (Bundra license)|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
9ballsh2@@9ballsht@@9ballsht@@9-Ball Shootout (set 2)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|E-Scape EnterMedia (Bundra license)|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
9ballsh3@@9ballsht@@9ballsht@@9-Ball Shootout (set 3)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|E-Scape EnterMedia (Bundra license)|dev-unknown|No Rating|media-unknown|input-unknown|coolpool
gumbo@@-@@-@@Gumbo|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Min Corp.|dev-unknown|No Rating|media-unknown|input-unknown|gumbo
mspuzzle@@-@@-@@Miss Puzzle|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Min Corp.|dev-unknown|No Rating|media-unknown|input-unknown|gumbo
mspuzzln@@mspuzzle@@mspuzzle@@Miss Puzzle (Nudes)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Min Corp.|dev-unknown|No Rating|media-unknown|input-unknown|gumbo
msbingo@@-@@-@@Miss Bingo|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Min Corp.|dev-unknown|No Rating|media-unknown|input-unknown|gumbo
dblpoint@@-@@-@@Double Point|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Dong Bang Electron|dev-unknown|No Rating|media-unknown|input-unknown|gumbo
hangman@@-@@-@@Hangman|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
trivquiz@@-@@-@@Triv Quiz|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
statriv2@@-@@-@@Triv Two|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
statriv4@@-@@-@@Triv Four|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
sextriv@@-@@-@@Sex Triv|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
quaquiz2@@-@@-@@Quadro Quiz II|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
supertr2@@-@@-@@Super Triv II|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
supertr3@@-@@-@@Super Triv III|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Status Games|dev-unknown|No Rating|media-unknown|input-unknown|statriv2
tickee@@-@@-@@Tickee Tickats|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Raster Elite|dev-unknown|No Rating|media-unknown|input-unknown|tickee
ghoshunt@@-@@-@@Ghost Hunter|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Hanaho Games|dev-unknown|No Rating|media-unknown|input-unknown|tickee
tutstomb@@-@@-@@Tut's Tomb|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Island Design|dev-unknown|No Rating|media-unknown|input-unknown|tickee
crgolf@@-@@-@@Crowns Golf (set 1)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Nasco Japan|dev-unknown|No Rating|media-unknown|input-unknown|crgolf
crgolfa@@crgolf@@crgolf@@Crowns Golf (set 2)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Nasco Japan|dev-unknown|No Rating|media-unknown|input-unknown|crgolf
crgolfb@@crgolf@@crgolf@@Champion Golf (bootleg Set 1)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Nasco Japan|dev-unknown|No Rating|media-unknown|input-unknown|crgolf
crgolfc@@crgolf@@crgolf@@Champion Golf|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Nasco Japan|dev-unknown|No Rating|media-unknown|input-unknown|crgolf
crgolfhi@@-@@-@@Crowns Golf in Hawaii|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Nasco Japan|dev-unknown|No Rating|media-unknown|input-unknown|crgolf
truco@@-@@-@@Truco-Tron|NOID|NOCRC|x|0||No Genre|region-unknown|Playtronic SRL|dev-unknown|No Rating|media-unknown|input-unknown|truco
thedeep@@-@@-@@The Deep (Japan)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Woodplace Inc.|dev-unknown|No Rating|media-unknown|input-unknown|thedeep
rundeep@@thedeep@@thedeep@@Run Deep|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Cream|dev-unknown|No Rating|media-unknown|input-unknown|thedeep
wallc@@-@@-@@Wall Crash (set 1)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Midcoin|dev-unknown|No Rating|media-unknown|input-unknown|wallc
wallca@@wallc@@wallc@@Wall Crash (set 2)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Midcoin|dev-unknown|No Rating|media-unknown|input-unknown|wallc
wink@@-@@-@@Wink (set 1)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Midcoin|dev-unknown|No Rating|media-unknown|input-unknown|wink
winka@@wink@@wink@@Wink (set 2)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Midcoin|dev-unknown|No Rating|media-unknown|input-unknown|wink
skyarmy@@-@@-@@Sky Army|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Shoei|dev-unknown|No Rating|media-unknown|input-unknown|skyarmy
lethalj@@-@@-@@Lethal Justice|NOID|NOCRC|x|0|1996|No Genre|region-unknown|The Game Room|dev-unknown|No Rating|media-unknown|input-unknown|lethalj
eggventr@@-@@-@@Egg Venture (Release 10)|NOID|NOCRC|x|0|1997|No Genre|region-unknown|The Game Room|dev-unknown|No Rating|media-unknown|input-unknown|lethalj
eggvent7@@eggventr@@eggventr@@Egg Venture (Release 7)|NOID|NOCRC|x|0|1997|No Genre|region-unknown|The Game Room|dev-unknown|No Rating|media-unknown|input-unknown|lethalj
eggvntdx@@eggventr@@eggventr@@Egg Venture Deluxe|NOID|NOCRC|x|0|1997|No Genre|region-unknown|The Game Room|dev-unknown|No Rating|media-unknown|input-unknown|lethalj
rotaryf@@-@@-@@Rotary Fighter|NOID|NOCRC|x|0||No Genre|region-unknown|<unknown>|dev-unknown|No Rating|media-unknown|input-unknown|rotaryf
sbugger@@-@@-@@Space Bugger|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Game-A-Tron|dev-unknown|No Rating|media-unknown|input-unknown|sbugger
portrait@@-@@-@@Portraits (set 1)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Olympia|dev-unknown|No Rating|media-unknown|input-unknown|portrait
portrata@@portrait@@portrait@@Portraits (set 2)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Olympia|dev-unknown|No Rating|media-unknown|input-unknown|portrait
enigma2@@-@@-@@Enigma 2|NOID|NOCRC|x|0|1981|No Genre|region-unknown|GamePlan (Zilec Electronics license)|dev-unknown|No Rating|media-unknown|input-unknown|enigma2
enigma2a@@enigma2@@enigma2@@Enigma 2 (Space Invaders Hardware)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Zilec Electronics|dev-unknown|No Rating|media-unknown|input-unknown|enigma2
ltcasino@@-@@-@@Little Casino|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Digital Controls Inc.|dev-unknown|No Rating|media-unknown|input-unknown|ltcasino
mv4in1@@ltcasino@@ltcasino@@Mini Vegas 4in1|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Entertainment Enterprises|dev-unknown|No Rating|media-unknown|input-unknown|ltcasino
ltcasin2@@-@@-@@Little Casino 2|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Digital Controls Inc.|dev-unknown|No Rating|media-unknown|input-unknown|ltcasino
coolmini@@-@@-@@Cool Minigame Collection|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Semicom|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
luplup@@suplup@@suplup@@Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 3.0 / 990128)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Omega System|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
luplup29@@suplup@@suplup@@Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 2.9 / 990108)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Omega System|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
puzlbang@@suplup@@suplup@@Puzzle Bang Bang (version 2.8 / 990106)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Omega System|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
suplup@@-@@-@@Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Omega System|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
vamphalf@@-@@-@@Vamp 1/2 (Korea version)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Danbi & F2 System|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
misncrft@@-@@-@@Mission Craft (version 2.4)|NOID|NOCRC|x|0|2000|No Genre|region-unknown|Sun|dev-unknown|No Rating|media-unknown|input-unknown|vamphalf
hidnctch@@-@@-@@Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03)|NOID|NOCRC|x|0|1998|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
puzzlekg@@-@@-@@Puzzle King (Dance & Puzzle)|NOID|NOCRC|x|0|1998|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
hidctch2@@-@@-@@Hidden Catch 2 (pcb ver 3.03)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
nhidctch@@-@@-@@New Hidden Catch (World) / New Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
landbrk@@-@@-@@Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.02)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
landbrka@@landbrk@@landbrk@@Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.03)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
raccoon@@-@@-@@Raccoon World|NOID|NOCRC|x|0|1998|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
fort2b@@-@@-@@Fortress 2 Blue Arcade (ver 1.01 / pcb ver 3.05)|NOID|NOCRC|x|0|2001|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
fort2ba@@fort2b@@fort2b@@Fortress 2 Blue Arcade (ver 1.00 / pcb ver 3.05)|NOID|NOCRC|x|0|2001|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith
klondkp@@-@@-@@KlonDike+|NOID|NOCRC|x|0|1999|No Genre|region-unknown|Eolith|dev-unknown|No Rating|media-unknown|input-unknown|eolith16
xfiles@@-@@-@@X-Files|NOID|NOCRC|x|0|1999|No Genre|region-unknown|dgPIX Entertainment Inc.|dev-unknown|No Rating|media-unknown|input-unknown|dgpix
kdynastg@@-@@-@@King of Dynast Gear (version 1.8)|NOID|NOCRC|x|0|1999|No Genre|region-unknown|EZ Graphics|dev-unknown|No Rating|media-unknown|input-unknown|dgpix
fmaniac3@@-@@-@@Fishing Maniac 3|NOID|NOCRC|x|0|2002|No Genre|region-unknown|Saero Entertainment|dev-unknown|No Rating|media-unknown|input-unknown|dgpix
promutrv@@-@@-@@Progressive Music Trivia (Question set 1)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Enerdyne Technologies Inc.|dev-unknown|No Rating|media-unknown|input-unknown|ettrivia
promutra@@promutrv@@promutrv@@Progressive Music Trivia (Question set 2)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Enerdyne Technologies Inc.|dev-unknown|No Rating|media-unknown|input-unknown|ettrivia
promutrb@@promutrv@@promutrv@@Progressive Music Trivia (Question set 3)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Enerdyne Technologies Inc.|dev-unknown|No Rating|media-unknown|input-unknown|ettrivia
